,Serial Number,Word,Frequency
4988,4988,restaurants,12
4989,4989,snake,44
4990,4990,braced,5
4991,4991,offers,45
4992,4992,beauty,71
4993,4993,accommodations,8
4994,4994,maybe,133
4995,4995,tastes,10
4996,4996,peculiarities,4
4997,4997,motel,24
4998,4998,heat,97
4999,4999,storm,26
5000,5000,cellar,26
5001,5001,pools,15
5002,5002,innumerable,6
5003,5003,boast,8
5004,5004,swimming,37
5005,5005,hospitable,4
5006,5006,poised,12
5007,5007,adults,23
5008,5008,myself,129
5009,5009,tourists,12
5010,5010,village,72
5011,5011,marvel,6
5012,5012,luxury,21
5013,5013,winchester,12
5014,5014,va.,7
5015,5015,accidentally,6
5016,5016,suite,27
5017,5017,elegant,14
5018,5018,furniture,39
5019,5019,pink,48
5020,5020,satin,5
5021,5021,chairs,23
5022,5022,tile,16
5023,5023,bath,26
5024,5024,towels,11
5025,5025,proprietor,11
5026,5026,ants,7
5027,5027,judith,4
5028,5028,ellen,10
5029,5029,methodist,13
5030,5030,theology,19
5031,5031,attendants,7
5032,5032,baker,36
5033,5033,chapel,20
5034,5034,presbyterian,11
5035,5035,rhodes,8
5036,5036,kappa,5
5037,5037,gamma,5
5038,5038,mortar,11
5039,5039,cater,4
5040,5040,alpha,6
5041,5041,fellowship,36
5042,5042,freeman,11
5043,5043,wore,65
5044,5044,skirt,21
5045,5045,lace,7
5046,5046,veil,8
5047,5047,crown,19
5048,5048,baird,4
5049,5049,maid,31
5050,5050,carter,7
5051,5051,conrad,10
5052,5052,ken,12
5053,5053,seated,24
5054,5054,corpus,7
5055,5055,shirley,5
5056,5056,meredith,18
5057,5057,arlington,4
5058,5058,hardy,42
5059,5059,beam,21
5060,5060,featuring,4
5061,5061,flared,5
5062,5062,jacket,33
5063,5063,kay,21
5064,5064,angelo,8
5065,5065,christian,144
5066,5066,marie,6
5067,5067,earl,12
5068,5068,loving,15
5069,5069,woman's,22
5070,5070,studies,103
5071,5071,thrift,5
5072,5072,shop,63
5073,5073,philmont,4
5074,5074,reputation,27
5075,5075,fun,44
5076,5076,promises,20
5077,5077,tradition,94
5078,5078,food,147
5079,5079,colorful,21
5080,5080,hospitality,6
5081,5081,exactly,103
5082,5082,prospects,24
5083,5083,hats,14
5084,5084,excitement,32
5085,5085,basin,7
5086,5086,festivities,8
5087,5087,jazz,99
5088,5088,combo,4
5089,5089,lester,13
5090,5090,phase,72
5091,5091,r's,4
5092,5092,oysters,8
5093,5093,specialties,5
5094,5094,chef,9
5095,5095,scenic,9
5096,5096,effects,108
5097,5097,flowers,57
5098,5098,display,41
5099,5099,brothers,41
5100,5100,bundle,20
5101,5101,clothing,20
5102,5102,household,32
5103,5103,shelves,8
5104,5104,walnut,11
5105,5105,convenience,19
5106,5106,throughout,141
5107,5107,suburbs,18
5108,5108,deposited,10
5109,5109,bundles,7
5110,5110,dinners,9
5111,5111,jewish,74
5112,5112,competence,18
5113,5113,totals,6
5114,5114,feminine,10
5115,5115,husbands,14
5116,5116,men's,19
5117,5117,arrangements,38
5118,5118,rose,86
5119,5119,secretarial,4
5120,5120,duties,34
5121,5121,aides,4
5122,5122,lewis,57
5123,5123,allan,4
5124,5124,stone,58
5125,5125,besides,66
5126,5126,david's,4
5127,5127,dessert,7
5128,5128,moody,5
5129,5129,lacy,4
5130,5130,harcourt,6
5131,5131,newman,10
5132,5132,models,47
5133,5133,wheeler,4
5134,5134,boyd,5
5135,5135,putt,7
5136,5136,col.,7
5137,5137,troop,16
5138,5138,decades,34
5139,5139,invites,7
5140,5140,year-round,4
5141,5141,temperatures,26
5142,5142,smythe,4
5143,5143,posters,4
5144,5144,arrange,10
5145,5145,exhibit,25
5146,5146,sale,44
5147,5147,paintings,36
5148,5148,sculpture,11
5149,5149,sponsors,10
5150,5150,artists,55
5151,5151,proceeds,16
5152,5152,levels,69
5153,5153,monte,5
5154,5154,delaware,27
5155,5155,valley,73
5156,5156,nicholas,7
5157,5157,portrait,17
5158,5158,wins,8
5159,5159,door,312
5160,5160,originated,15
5161,5161,continuing,61
5162,5162,jerome,5
5163,5163,meyer,6
5164,5164,chairmen,9
5165,5165,jacques,8
5166,5166,evelyn,4
5167,5167,oscar,9
5168,5168,evans,10
5169,5169,anderson,13
5170,5170,entertained,11
5171,5171,hills,50
5172,5172,son-in-law,4
5173,5173,janssen,4
5174,5174,lynn,5
5175,5175,drexel,10
5176,5176,eileen,26
5177,5177,entertaining,12
5178,5178,vienna,22
5179,5179,anne,42
5180,5180,taylor,21
5181,5181,greenwich,27
5182,5182,easter,11
5183,5183,latter's,10
5184,5184,pa.,9
5185,5185,bermuda,9
5186,5186,godwin,4
5187,5187,susan,37
5188,5188,celebrated,14
5189,5189,february,45
5190,5190,graduated,13
5191,5191,louise,5
5192,5192,fraternity,6
5193,5193,queen,41
5194,5194,carnival,9
5195,5195,jointly,7
5196,5196,ballroom,8
5197,5197,downtown,41
5198,5198,rex,5
5199,5199,hosts,5
5200,5200,lady,80
5201,5201,hostess,8
5202,5202,restaurant,41
5203,5203,richmond,12
5204,5204,katherine,6
5205,5205,attends,6
5206,5206,sweet,69
5207,5207,margaret,10
5208,5208,auditorium,14
5209,5209,ladies,28
5210,5210,clayton,27
5211,5211,eleanor,10
5212,5212,array,11
5213,5213,chic,7
5214,5214,worn,23
5215,5215,dances,23
5216,5216,chose,37
5217,5217,slim,20
5218,5218,panels,46
5219,5219,jordan,4
5220,5220,fringed,5
5221,5221,crimson,8
5222,5222,silk,12
5223,5223,slippers,7
5224,5224,maids,12
5225,5225,ashes,6
5226,5226,roses,7
5227,5227,dress,67
5228,5228,trimmed,4
5229,5229,edging,5
5230,5230,embroidered,5
5231,5231,threads,7
5232,5232,beads,4
5233,5233,cuts,30
5234,5234,lay-offs,5
5235,5235,simpson,5
5236,5236,drastic,11
5237,5237,decline,31
5238,5238,freight,28
5239,5239,loading,11
5240,5240,principally,10
5241,5241,necessitated,11
5242,5242,affect,35
5243,5243,employees,66
5244,5244,supervisors,5
5245,5245,unions,29
5246,5246,wages,42
5247,5247,struck,59
5248,5248,cab,12
5249,5249,mount,26
5250,5250,wiley,6
5251,5251,38,11
5252,5252,robbery,10
5253,5253,attempted,33
5254,5254,automatic,40
5255,5255,store,74
5256,5256,negroes,59
5257,5257,assaulted,6
5258,5258,$150,6
5259,5259,register,26
5260,5260,choking,7
5261,5261,burned,40
5262,5262,seriously,46
5263,5263,damaged,7
5264,5264,arundel,5
5265,5265,arrival,23
5266,5266,annapolis,7
5267,5267,burns,23
5268,5268,occurred,67
5269,5269,mile,48
5270,5270,recording,31
5271,5271,mechanically,4
5272,5272,jenkins,9
5273,5273,long-time,4
5274,5274,cites,10
5275,5275,discrepancies,5
5276,5276,contained,60
5277,5277,memory,76
5278,5278,hate,42
5279,5279,write,106
5280,5280,machine,103
5281,5281,permanent,40
5282,5282,pullen,4
5283,5283,commissioners,16
5284,5284,zoning,6
5285,5285,bodies,64
5286,5286,suits,25
5287,5287,notes,57
5288,5288,boards,47
5289,5289,ambulance,6
5290,5290,partially,25
5291,5291,parked,33
5292,5292,summoned,10
5293,5293,deficiencies,10
5294,5294,snow,59
5295,5295,corrected,9
5296,5296,councilman,5
5297,5297,schaefer,4
5298,5298,dispatched,5
5299,5299,storms,6
5300,5300,longer,193
5301,5301,werner,6
5302,5302,improvements,20
5303,5303,slowly,115
5304,5304,operations,84
5305,5305,manual,9
5306,5306,laborers,6
5307,5307,resumed,23
5308,5308,parking,31
5309,5309,tires,12
5310,5310,chains,10
5311,5311,overlooked,7
5312,5312,merchants,22
5313,5313,survive,33
5314,5314,observations,40
5315,5315,clearance,4
5316,5316,inefficient,7
5317,5317,supplies,47
5318,5318,poorly,11
5319,5319,trained,54
5320,5320,plow,12
5321,5321,blades,12
5322,5322,layer,12
5323,5323,murdered,9
5324,5324,chesapeake,4
5325,5325,victims,19
5326,5326,rifle,63
5327,5327,capt.,5
5328,5328,elmer,6
5329,5329,detectives,17
5330,5330,benjamin,12
5331,5331,brick,18
5332,5332,manor,5
5333,5333,bedroom,52
5334,5334,kitchen,90
5335,5335,driven,44
5336,5336,mother's,36
5337,5337,broadcast,16
5338,5338,trooper,7
5339,5339,lloyd,10
5340,5340,simpkins,7
5341,5341,resident,13
5342,5342,1947,14
5343,5343,university's,10
5344,5344,outset,13
5345,5345,guiding,10
5346,5346,spirits,44
5347,5347,totaled,7
5348,5348,compared,71
5349,5349,dodge,11
5350,5350,28,21
5351,5351,cumulative,13
5352,5352,amounted,5
5353,5353,corresponding,38
5354,5354,33,7
5355,5355,consists,43
5356,5356,shelter,70
5357,5357,market,155
5358,5358,enjoyed,57
5359,5359,availability,21
5360,5360,mortgage,17
5361,5361,prosperity,14
5362,5362,consumer,38
5363,5363,encouraged,29
5364,5364,vary,34
5365,5365,choosing,11
5366,5366,hardware,11
5367,5367,manufacturing,24
5368,5368,maintaining,28
5369,5369,quality,114
5370,5370,components,55
5371,5371,increasingly,42
5372,5372,predicted,18
5373,5373,harbor,37
5374,5374,cherry,6
5375,5375,ultimately,23
5376,5376,comprise,11
5377,5377,two-story,8
5378,5378,structures,31
5379,5379,terrace,9
5380,5380,entrance,57
5381,5381,stairs,47
5382,5382,masonry,6
5383,5383,heating,24
5384,5384,warm,67
5385,5385,secrets,20
5386,5386,britain's,6
5387,5387,submarine,26
5388,5388,dreadnought,6
5389,5389,implication,10
5390,5390,navy's,12
5391,5391,sub,5
5392,5392,spy,9
5393,5393,ring,47
5394,5394,agents,39
5395,5395,testified,11
5396,5396,built,103
5397,5397,designs,28
5398,5398,supplied,36
5399,5399,killer,21
5400,5400,hull,13
5401,5401,patterned,6
5402,5402,derived,39
5403,5403,reactor,7
5404,5404,skipjack,4
5405,5405,bow,15
5406,5406,british,118
5407,5407,gee,4
5408,5408,devoted,51
5409,5409,houghton,4
5410,5410,divorced,8
5411,5411,presumed,12
5412,5412,russian,80
5413,5413,canadian,7
5414,5414,passport,6
5415,5415,arrested,19
5416,5416,roll,34
5417,5417,camera,36
5418,5418,wrapping,6
5419,5419,flashed,16
5420,5420,joyce,21
5421,5421,suburban,29
5422,5422,cottage,19
5423,5423,transmitter,4
5424,5424,buried,18
5425,5425,dots,11
5426,5426,marks,28
5427,5427,dot,13
5428,5428,magnification,10
5429,5429,drawing,40
5430,5430,page,66
5431,5431,manuscript,8
5432,5432,innocent,37
5433,5433,bail,7
5434,5434,widowed,5
5435,5435,aunt,22
5436,5436,uncle,57
5437,5437,76,5
5438,5438,refuses,6
5439,5439,fuchs,4
5440,5440,german,85
5441,5441,russia,72
5442,5442,sentenced,8
5443,5443,altered,22
5444,5444,behavior,96
5445,5445,promptly,28
5446,5446,currency,12
5447,5447,general's,6
5448,5448,asserted,16
5449,5449,selling,31
5450,5450,highest,63
5451,5451,grimly,11
5452,5452,adviser,6
5453,5453,underwater,15
5454,5454,warfare,43
5455,5455,drawings,21
5456,5456,ship,83
5457,5457,reproduced,7
5458,5458,undeveloped,4
5459,5459,vic,4
5460,5460,potential,67
5461,5461,cleared,23
5462,5462,watched,81
5463,5463,broken,63
5464,5464,lawyers,23
5465,5465,clients,10
5466,5466,reveal,30
5467,5467,designing,9
5468,5468,nowhere,30
5469,5469,sharing,23
5470,5470,machinery,60
5471,5471,design,114
5472,5472,generation,55
5473,5473,advanced,53
5474,5474,august,53
5475,5475,potent,9
5476,5476,polaris,10
5477,5477,missile,48
5478,5478,atom,37
5479,5479,cooled,17
5480,5480,reactors,6
5481,5481,electric,68
5482,5482,steam,17
5483,5483,greatly,62
5484,5484,complexity,14
5485,5485,fastest,7
5486,5486,reputedly,4
5487,5487,outrun,4
5488,5488,"70,000",4
5489,5489,hunter-killer,5
5490,5490,ships,43
5491,5491,gear,26
5492,5492,detecting,6
5493,5493,detail,72
5494,5494,signals,29
5495,5495,wavelengths,6
5496,5496,codes,17
5497,5497,hidden,20
5498,5498,fastened,14
5499,5499,lid,19
5500,5500,oddly,9
5501,5501,indictment,12
5502,5502,narcotics,7
5503,5503,rumor,8
5504,5504,perry,8
5505,5505,teller,4
5506,5506,sokol,4
5507,5507,racket,5
5508,5508,posed,7
5509,5509,addicts,4
5510,5510,sometimes,221
5511,5511,aiming,5
5512,5512,criminals,6
5513,5513,creditable,4
5514,5514,mentions,7
5515,5515,nominated,8
5516,5516,tree,59
5517,5517,medal,7
5518,5518,comments,30
5519,5519,convicted,14
5520,5520,peddler,5
5521,5521,indiana,13
5522,5522,av.,9
5523,5523,$800,6
5524,5524,witness,28
5525,5525,moses,9
5526,5526,winston,40
5527,5527,agent,44
5528,5528,stewart,6
5529,5529,cta,7
5530,5530,robbed,10
5531,5531,youths,11
5532,5532,eyebrow,4
5533,5533,bag,42
5534,5534,morgan,72
5535,5535,wabash,4
5536,5536,boarded,5
5537,5537,bound,42
5538,5538,express,42
5539,5539,dunbar,4
5540,5540,30th,5
5541,5541,ensued,5
5542,5542,fled,28
5543,5543,blanche,25
5544,5544,murder,75
5545,5545,1935,10
5546,5546,appealed,13
5547,5547,pardon,8
5548,5548,1934,6
5549,5549,relationship,88
5550,5550,wealthy,12
5551,5551,evanston,7
5552,5552,forbidden,15
5553,5553,icy,12
5554,5554,wilmette,4
5555,5555,stickney,5
5556,5556,reckless,9
5557,5557,salesman,12
5558,5558,simms,17
5559,5559,pursuit,16
5560,5560,speeding,4
5561,5561,jenks,6
5562,5562,sped,9
5563,5563,spun,16
5564,5564,prairie,21
5565,5565,johns,6
5566,5566,pohl,11
5567,5567,anna,7
5568,5568,hengesbach,9
5569,5569,visible,34
5570,5570,emotion,34
5571,5571,cell,65
5572,5572,reach,105
5573,5573,cloud,28
5574,5574,neighbor,14
5575,5575,pleased,41
5576,5576,suspicion,27
5577,5577,removed,75
5578,5578,else's,9
5579,5579,misfortune,10
5580,5580,rebuild,5
5581,5581,settled,69
5582,5582,grandfather,12
5583,5583,ledge,6
5584,5584,barn,29
5585,5585,release,37
5586,5586,killing,23
5587,5587,confession,17
5588,5588,fred,27
5589,5589,motion,55
5590,5590,locked,30
5591,5591,overnight,18
5592,5592,foreman,4
5593,5593,olive,5
5594,5594,elsie,4
5595,5595,valid,22
5596,5596,definition,38
5597,5597,packed,19
5598,5598,sterling,7
5599,5599,township,7
5600,5600,surviving,14
5601,5601,died,86
5602,5602,aftermath,4
5603,5603,kowalski,18
5604,5604,holy,49
5605,5605,adjoining,13
5606,5606,suburb,13
5607,5607,funeral,33
5608,5608,anne's,4
5609,5609,mt.,5
5610,5610,cemetery,15
5611,5611,rested,17
5612,5612,elliott,5
5613,5613,61,4
5614,5614,stove,15
5615,5615,upstairs,28
5616,5616,candle,18
5617,5617,cornell,5
5618,5618,fumes,5
5619,5619,girls,142
5620,5620,lacked,19
5621,5621,electricity,26
5622,5622,twin,7
5623,5623,escaped,18
5624,5624,seldom,34
5625,5625,arrears,6
5626,5626,tragedy,49
5627,5627,sidney,9
5628,5628,supplying,13
5629,5629,meals,26
5630,5630,pall,4
5631,5631,$135,4
5632,5632,collected,44
5633,5633,announcing,7
5634,5634,subdivision,11
5635,5635,northeast,16
5636,5636,mailed,16
5637,5637,collection,84
5638,5638,revealed,39
5639,5639,surpluses,4
5640,5640,faculty,74
5641,5641,spontaneous,17
5642,5642,fondness,4
5643,5643,sympathy,36
5644,5644,expresses,9
5645,5645,spoken,37
5646,5646,properly,55
5647,5647,alert,33
5648,5648,10-year-old,4
5649,5649,patrol,25
5650,5650,conviction,50
5651,5651,youthful,12
5652,5652,kimmell,4
5653,5653,mcclellan,13
5654,5654,safely,13
5655,5655,approaching,27
5656,5656,narrowly,6
5657,5657,pursued,14
5658,5658,fleeing,10
5659,5659,murphy,7
5660,5660,correction,5
5661,5661,showdown,4
5662,5662,vientiane,7
5663,5663,laotian,4
5664,5664,offensive,8
5665,5665,truce,5
5666,5666,delhi,5
5667,5667,verify,5
5668,5668,thinking,145
5669,5669,troops,53
5670,5670,note,127
5671,5671,ambassador,22
5672,5672,describing,17
5673,5673,appeal,63
5674,5674,vietnamese,6
5675,5675,confirmation,7
5676,5676,massive,33
5677,5677,assaults,4
5678,5678,sources,88
5679,5679,exaggerated,13
5680,5680,havana,15
5681,5681,cubans,5
5682,5682,executed,14
5683,5683,firing,24
5684,5684,tribunals,4
5685,5685,captured,17
5686,5686,suspected,21
5687,5687,collaborators,4
5688,5688,dawn,28
5689,5689,revolutionary,21
5690,5690,tribunal,5
5691,5691,del,11
5692,5692,rio,4
5693,5693,plot,37
5694,5694,seattle,7
5695,5695,businessman,9
5696,5696,condemned,19
5697,5697,rebels,17
5698,5698,commander,28
5699,5699,legion,7
5700,5700,fidel,7
5701,5701,castro's,5
5702,5702,anderson's,4
5703,5703,seized,24
5704,5704,rifles,23
5705,5705,associated,61
5706,5706,swept,34
5707,5707,converted,20
5708,5708,makeshift,6
5709,5709,roman,58
5710,5710,priests,16
5711,5711,concentration,47
5712,5712,siberia,6
5713,5713,prisoners,21
5714,5714,emory,14
5715,5715,trustees,25
5716,5716,taxing,9
5717,5717,tax-exempt,6
5718,5718,institutions,98
5719,5719,segregated,15
5720,5720,standards,74
5721,5721,institution,41
5722,5722,grade,35
5723,5723,privileges,10
5724,5724,conforms,5
5725,5725,statutory,13
5726,5726,provisions,39
5727,5727,obstacles,7
5728,5728,desegregation,40
5729,5729,intend,15
5730,5730,exempt,5
5731,5731,criteria,11
5732,5732,endowments,4
5733,5733,colored,31
5734,5734,integrated,11
5735,5735,challenged,9
5736,5736,affiliated,7
5737,5737,newspaper,65
5738,5738,commitment,13
5739,5739,excellence,15
5740,5740,paramount,9
5741,5741,generous,25
5742,5742,recognize,62
5743,5743,obligation,16
5744,5744,promote,32
5745,5745,creed,8
5746,5746,insofar,7
5747,5747,governing,21
5748,5748,documents,19
5749,5749,applications,25
5750,5750,prospective,21
5751,5751,corporate,19
5752,5752,existence,107
5753,5753,derives,9
5754,5754,desiring,5
5755,5755,intellectual,66
5756,5756,moral,142
5757,5757,fulfillment,12
5758,5758,riding,45
5759,5759,slid,24
5760,5760,pole,18
5761,5761,waddell,15
5762,5762,ne,6
5763,5763,evidently,25
5764,5764,occupants,9
5765,5765,willard,4
5766,5766,leon,5
5767,5767,se,10
5768,5768,bruises,8
5769,5769,renewed,17
5770,5770,theaters,11
5771,5771,worded,4
5772,5772,contacted,4
5773,5773,coahr,5
5774,5774,gather,20
5775,5775,eve,19
5776,5776,operators,17
5777,5777,likelihood,10
5778,5778,sporadic,7
5779,5779,negotiate,10
5780,5780,inability,17
5781,5781,indifference,17
5782,5782,integrate,7
5783,5783,pledged,5
5784,5784,extensive,44
5785,5785,presence,76
5786,5786,picket,9
5787,5787,profits,21
5788,5788,uptown,5
5789,5789,killingsworth,4
5790,5790,72,10
5791,5791,s,22
5792,5792,w,5
5793,5793,cafeteria,15
5794,5794,survivors,13
5795,5795,sisters,13
5796,5796,bloom,12
5797,5797,68,6
5798,5798,nw,4
5799,5799,painter,21
5800,5800,emma,10
5801,5801,daughters,14
5802,5802,nancy,5
5803,5803,wallace,6
5804,5804,wilmington,6
5805,5805,n.c.,8
5806,5806,rock,75
5807,5807,ronald,5
5808,5808,ripped,6
5809,5809,latch,5
5810,5810,scratching,12
5811,5811,scratches,6
5812,5812,violent,33
5813,5813,attacked,25
5814,5814,subdued,8
5815,5815,uniforms,14
5816,5816,counts,14
5817,5817,assault,15
5818,5818,battery,18
5819,5819,resisting,4
5820,5820,disturbance,10
5821,5821,cursing,8
5822,5822,"5,000",7
5823,5823,desk,65
5824,5824,guest,39
5825,5825,disability,5
5826,5826,entries,19
5827,5827,ranging,30
5828,5828,transfers,11
5829,5829,pensions,7
5830,5830,wistfully,4
5831,5831,tribute,24
5832,5832,ant,6
5833,5833,pest,4
5834,5834,pierce,6
5835,5835,bryan,12
5836,5836,treat,26
5837,5837,planes,26
5838,5838,chemical,60
5839,5839,"30,000",5
5840,5840,treating,11
5841,5841,"20,000",5
5842,5842,macon,4
5843,5843,turner,6
5844,5844,approximately,71
5845,5845,attacking,9
5846,5846,crops,18
5847,5847,wildlife,19
5848,5848,livestock,19
5849,5849,menace,9
5850,5850,humans,9
5851,5851,expressway,10
5852,5852,14th,4
5853,5853,survey,37
5854,5854,computers,5
5855,5855,cameras,9
5856,5856,engineers,33
5857,5857,congestion,6
5858,5858,suggest,54
5859,5859,intersection,17
5860,5860,daylight,15
5861,5861,junction,7
5862,5862,northwest,25
5863,5863,fiery,7
5864,5864,crash,20
5865,5865,claude,11
5866,5866,troopers,6
5867,5867,path,44
5868,5868,111,5
5869,5869,flames,14
5870,5870,auto,22
5871,5871,burst,33
5872,5872,flaming,6
5873,5873,unusually,11
5874,5874,category,23
5875,5875,allotment,39
5876,5876,pact,5
5877,5877,webster,5
5878,5878,river,165
5879,5879,consultant,12
5880,5880,data,173
5881,5881,processing,38
5882,5882,considerable,96
5883,5883,electronic,68
5884,5884,magnetic,25
5885,5885,tape,35
5886,5886,renew,4
5887,5887,unique,58
5888,5888,handicapped,13
5889,5889,emphasized,18
5890,5890,employ,12
5891,5891,fulfill,9
5892,5892,handles,9
5893,5893,literally,27
5894,5894,wheels,21
5895,5895,directing,7
5896,5896,man's,125
5897,5897,conversion,21
5898,5898,familiarity,13
5899,5899,defend,21
5900,5900,peck,5
5901,5901,moment,246
5902,5902,arguments,15
5903,5903,patterson,5
5904,5904,physicians,6
5905,5905,crippling,6
5906,5906,weaknesses,6
5907,5907,communications,28
5908,5908,f,36
5909,5909,objective,91
5910,5910,create,54
5911,5911,huntley,5
5912,5912,burnside,7
5913,5913,detective,52
5914,5914,murray,8
5915,5915,culminates,5
5916,5916,papers,51
5917,5917,elaine,22
5918,5918,collision,7
5919,5919,brett,4
5920,5920,1926,6
5921,5921,abbey,7
5922,5922,logging,5
5923,5923,1928,5
5924,5924,alice,14
5925,5925,wash.,4
5926,5926,lucy,45
5927,5927,beatrice,7
5928,5928,grandchildren,6
5929,5929,retail,20
5930,5930,clerks,7
5931,5931,afl-cio,5
5932,5932,collective,32
5933,5933,potentially,7
5934,5934,theatrical,12
5935,5935,producer,16
5936,5936,band,53
5937,5937,collapsed,13
5938,5938,blvd.,4
5939,5939,functions,48
5940,5940,booked,7
5941,5941,collaborated,9
5942,5942,jimmy,11
5943,5943,profession,37
5944,5944,af,996
5945,5945,scottish,10
5946,5946,rite,8
5947,5947,shrine,7
5948,5948,99,8
5949,5949,congregation,47
5950,5950,birdie,5
5951,5951,aaron,7
5952,5952,cohn,4
5953,5953,omitted,13
5954,5954,judged,15
5955,5955,competition,63
5956,5956,tim,25
5957,5957,larson,5
5958,5958,wilson,62
5959,5959,guided,20
5960,5960,regional,42
5961,5961,barbecue,13
5962,5962,stockholders,26
5963,5963,dividend,6
5964,5964,investment,43
5965,5965,youngsters,18
5966,5966,teenagers,5
5967,5967,guidance,40
5968,5968,businesses,19
5969,5969,culmination,4
5970,5970,participants,7
5971,5971,adult,25
5972,5972,advisors,5
5973,5973,drawn,70
5974,5974,$250,4
5975,5975,distributed,27
5976,5976,nevada,6
5977,5977,jefferson,27
5978,5978,madison,23
5979,5979,hillsboro,11
5980,5980,4-h,4
5981,5981,8:30,4
5982,5982,day's,15
